,Missczech,Curlin Blessing,Taking Charge Desi,Kynlies Empire,Tiz A Macho Girl,Joy In The Battle,Miss Hard Knocks,Lucy K
10-01-2023 08:10:41.101463,"(11.0, 14.0, 13.935185185185185)","(16.0, 19.0, 18.833333333333332)","(26.0, 46.0, 45.27272727272727)","(31.0, 110.0, 85.0)","(2.5, 2.68, 2.6694736842105264)","(6.5, 11.5, 11.339285714285714)","(2.45, 2.8, 2.7863013698630135)","(31.0, 80.0, 72.22222222222223)"
10-01-2023 08:10:42.166255,"(11.0, 14.0, 13.935185185185185)","(16.0, 19.0, 18.73076923076923)","(26.0, 46.0, 45.714285714285715)","(31.0, 110.0, 85.0)","(2.5, 2.68, 2.6733333333333333)","(6.5, 11.5, 10.879310344827585)","(2.45, 2.8, 2.773846153846154)","(31.0, 80.0, 72.22222222222223)"
10-01-2023 08:10:43.344174,"(11.0, 14.5, 14.125)","(16.0, 19.0, 18.676470588235293)","(26.0, 46.0, 45.55555555555556)","(31.0, 110.0, 85.0)","(2.5, 2.68, 2.698095238095238)","(6.5, 11.0, 10.01123595505618)","(2.45, 2.78, 2.8095238095238093)","(31.0, 80.0, 72.22222222222223)"
10-01-2023 08:10:44.523166,"(11.0, 14.5, 14.125)","(16.0, 19.0, 18.676470588235293)","(26.0, 46.0, 45.55555555555556)","(31.0, 110.0, 85.0)","(2.5, 2.72, 2.7111764705882355)","(7.0, 10.5, 9.882352941176471)","(2.45, 2.82, 2.8099999999999996)","(31.0, 80.0, 72.22222222222223)"
10-01-2023 08:10:45.721978,"(11.0, 14.5, 14.258064516129032)","(16.0, 19.0, 18.904761904761905)","(26.0, 46.0, 45.55555555555556)","(31.0, 110.0, 85.0)","(2.5, 2.72, 2.7125000000000004)","(7.0, 10.0, 9.7)","(2.45, 2.82, 2.8125925925925923)","(31.0, 80.0, 68.94736842105263)"
10-01-2023 08:10:46.872588,"(11.0, 14.5, 14.18421052631579)","(16.0, 19.0, 18.666666666666668)","(26.0, 46.0, 45.2)","(31.0, 110.0, 85.0)","(2.5, 2.72, 2.714814814814815)","(7.0, 9.8, 9.609523809523811)","(2.45, 2.82, 2.8302702702702702)","(31.0, 80.0, 61.875)"
10-01-2023 08:10:48.005937,"(11.0, 14.5, 14.18421052631579)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 45.2)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.7133333333333334)","(7.0, 9.8, 9.857142857142858)","(2.45, 2.84, 2.833267326732673)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:49.127051,"(11.0, 14.5, 14.30952380952381)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 45.6)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.7072727272727275)","(7.0, 10.0, 10.166666666666666)","(2.45, 2.84, 2.813333333333333)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:50.302548,"(11.0, 14.5, 14.30952380952381)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 45.6)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.712820512820513)","(7.0, 10.5, 10.25)","(2.45, 2.82, 2.7971052631578948)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:51.505535,"(11.0, 14.0, 13.942622950819672)","(15.0, 19.0, 18.791666666666668)","(26.0, 46.0, 45.6)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.712820512820513)","(7.0, 10.5, 10.788461538461538)","(2.45, 2.8, 2.7971052631578948)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:52.763850,"(11.0, 14.0, 13.886363636363637)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 45.5)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.712820512820513)","(7.0, 11.0, 10.898305084745763)","(2.45, 2.8, 2.777560975609756)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:53.950751,"(11.0, 14.0, 13.835714285714285)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 45.2)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.712820512820513)","(7.0, 11.0, 10.52)","(2.45, 2.78, 2.777560975609756)","(31.0, 75.0, 61.36363636363637)"
10-01-2023 08:10:55.113790,"(11.0, 14.0, 13.835714285714285)","(15.0, 19.0, 18.583333333333332)","(26.0, 46.0, 46.666666666666664)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.705263157894737)","(7.0, 11.0, 10.67741935483871)","(2.45, 2.78, 2.7925925925925923)","(31.0, 75.0, 62.5)"
10-01-2023 08:10:56.224631,"(11.0, 14.0, 13.963636363636363)","(15.0, 19.0, 18.583333333333332)","(26.0, 48.0, 46.666666666666664)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.705263157894737)","(7.0, 11.0, 10.67741935483871)","(2.45, 2.8, 2.7925925925925923)","(31.0, 75.0, 62.5)"
10-01-2023 08:10:57.366424,"(11.0, 14.0, 13.963636363636363)","(15.0, 19.0, 18.583333333333332)","(26.0, 48.0, 46.8)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.7062500000000003)","(7.0, 11.0, 10.5)","(2.45, 2.8, 2.7925925925925923)","(31.0, 75.0, 62.5)"
10-01-2023 08:10:58.515169,"(11.0, 14.0, 13.963636363636363)","(15.0, 19.0, 18.583333333333332)","(26.0, 48.0, 46.8)","(31.0, 110.0, 85.0)","(2.4, 2.72, 2.726511627906977)","(7.0, 11.0, 10.42)","(2.45, 2.8, 2.7453333333333334)","(31.0, 75.0, 62.5)"
10-01-2023 08:10:59.689008,"(11.0, 14.5, 14.152173913043478)","(15.0, 19.0, 18.791666666666668)","(26.0, 48.0, 46.8)","(31.0, 110.0, 85.0)","(2.4, 2.74, 2.725957446808511)","(7.0, 11.0, 10.431372549019608)","(2.45, 2.76, 2.7453333333333334)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:01.116925,"(11.0, 14.5, 14.18421052631579)","(15.0, 19.0, 18.583333333333332)","(26.0, 48.0, 46.90909090909091)","(31.0, 110.0, 97.5)","(2.4, 2.74, 2.724651162790698)","(7.0, 11.0, 10.431372549019608)","(2.45, 2.76, 2.7445614035087718)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:02.976366,"(11.0, 14.0, 13.91304347826087)","(15.0, 19.0, 18.625)","(26.0, 48.0, 46.90909090909091)","(31.0, 110.0, 97.5)","(2.4, 2.74, 2.6924324324324327)","(7.0, 11.0, 10.75)","(2.45, 2.76, 2.78)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:04.224463,"(11.0, 14.0, 13.91304347826087)","(15.0, 19.0, 18.625)","(26.0, 48.0, 48.857142857142854)","(31.0, 110.0, 98.0)","(2.4, 2.7, 2.6779661016949152)","(7.0, 11.0, 10.777777777777779)","(2.45, 2.8, 2.778181818181818)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:05.488588,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.5)","(31.0, 110.0, 98.0)","(2.4, 2.68, 2.674563106796117)","(7.0, 11.0, 10.869565217391305)","(2.45, 2.8, 2.7845161290322578)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:06.685471,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.5)","(31.0, 110.0, 90.0)","(2.4, 2.68, 2.6733333333333333)","(7.0, 11.0, 10.869565217391305)","(2.45, 2.8, 2.781052631578947)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:07.903121,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.529411764705884)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.6744000000000003)","(7.0, 11.0, 10.803571428571429)","(2.45, 2.8, 2.787142857142857)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:09.124635,"(11.0, 14.0, 13.871794871794872)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.529411764705884)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.6744000000000003)","(7.0, 11.0, 10.803571428571429)","(2.45, 2.8, 2.787142857142857)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:10.343668,"(11.0, 14.0, 13.871794871794872)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.5)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.6714285714285717)","(7.0, 11.0, 10.770833333333334)","(2.45, 2.8, 2.7918181818181815)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:11.573849,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.5)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.6593258426966293)","(7.0, 11.0, 10.770833333333334)","(2.45, 2.8, 2.794736842105263)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:12.870456,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 49.5)","(31.0, 100.0, 90.0)","(2.4, 2.66, 2.6754639175257733)","(7.0, 11.0, 10.738095238095237)","(2.45, 2.82, 2.794736842105263)","(31.0, 75.0, 62.5)"
10-01-2023 08:11:14.096670,"(11.0, 14.0, 13.86111111111111)","(15.0, 19.0, 18.625)","(26.0, 50.0, 47.68421052631579)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.652888888888889)","(7.0, 11.0, 10.692307692307692)","(2.45, 2.82, 2.8046153846153845)","(31.0, 75.0, 63.888888888888886)"
10-01-2023 08:11:15.391812,"(11.0, 14.5, 14.214285714285714)","(15.0, 19.0, 18.625)","(26.0, 48.0, 49.0)","(31.0, 100.0, 90.0)","(2.4, 2.66, 2.6608)","(7.0, 11.0, 10.928571428571429)","(2.45, 2.82, 2.79531914893617)","(31.0, 75.0, 54.166666666666664)"
10-01-2023 08:11:16.613917,"(11.0, 14.5, 14.166666666666666)","(15.0, 19.0, 18.625)","(26.0, 50.0, 47.45454545454545)","(31.0, 100.0, 90.0)","(2.4, 2.68, 2.6649411764705886)","(7.0, 11.0, 11.064102564102564)","(2.45, 2.82, 2.794782608695652)","(31.0, 75.0, 54.166666666666664)"
10-01-2023 08:11:17.842344,"(11.0, 14.5, 14.127906976744185)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.333333333333336)","(31.0, 100.0, 95.0)","(2.4, 2.68, 2.663838383838384)","(7.0, 11.5, 11.064102564102564)","(2.45, 2.82, 2.789473684210526)","(31.0, 75.0, 53.57142857142857)"
10-01-2023 08:11:19.068214,"(11.0, 14.0, 13.864864864864865)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.25)","(31.0, 100.0, 92.85714285714286)","(2.35, 2.68, 2.67275)","(8.0, 11.5, 11.0)","(2.45, 2.82, 2.7905882352941176)","(31.0, 75.0, 53.57142857142857)"
10-01-2023 08:11:20.315418,"(11.0, 14.0, 13.852941176470589)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.25)","(31.0, 110.0, 92.85714285714286)","(2.35, 2.68, 2.675692307692308)","(8.0, 11.5, 10.774193548387096)","(2.45, 2.8, 2.781333333333333)","(31.0, 75.0, 58.8)"
10-01-2023 08:11:21.543852,"(11.0, 14.0, 13.852941176470589)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.333333333333336)","(31.0, 110.0, 92.85714285714286)","(2.35, 2.68, 2.6893333333333334)","(8.0, 11.0, 10.25)","(2.45, 2.82, 2.8112)","(31.0, 75.0, 71.25)"
10-01-2023 08:11:22.766639,"(11.0, 14.0, 13.852941176470589)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.333333333333336)","(31.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6891428571428575)","(8.0, 10.5, 10.15)","(2.45, 2.84, 2.834736842105263)","(31.0, 75.0, 51.75)"
10-01-2023 08:11:23.991581,"(11.0, 14.0, 13.852941176470589)","(15.0, 19.0, 18.625)","(26.0, 48.0, 46.8)","(31.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.694054054054054)","(8.0, 10.5, 9.914285714285715)","(2.45, 2.86, 2.8336363636363635)","(31.0, 75.0, 54.333333333333336)"
10-01-2023 08:11:25.181153,"(11.0, 14.0, 13.852941176470589)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.0)","(31.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6975757575757577)","(8.0, 10.0, 9.694736842105264)","(2.45, 2.84, 2.8454545454545452)","(31.0, 75.0, 61.714285714285715)"
10-01-2023 08:11:26.373408,"(11.0, 14.0, 13.864864864864865)","(15.0, 19.0, 18.625)","(26.0, 48.0, 46.8)","(31.0, 110.0, 100.0)","(2.35, 2.7, 2.7108333333333334)","(8.0, 9.8, 9.552941176470588)","(2.45, 2.86, 2.8536363636363635)","(31.0, 75.0, 61.714285714285715)"
10-01-2023 08:11:27.531509,"(11.0, 14.0, 13.878048780487806)","(15.0, 19.0, 18.625)","(26.0, 48.0, 47.0)","(31.0, 110.0, 100.76923076923077)","(2.35, 2.72, 2.717777777777778)","(8.0, 9.6, 9.5375)","(2.45, 2.86, 2.8548148148148145)","(31.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:28.678372,"(11.0, 14.0, 13.944444444444445)","(15.0, 19.0, 18.785714285714285)","(26.0, 48.0, 46.285714285714285)","(31.0, 110.0, 100.0)","(2.35, 2.72, 2.7144444444444447)","(8.0, 9.6, 9.535483870967742)","(2.45, 2.86, 2.8548148148148145)","(31.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:29.899646,"(11.0, 14.0, 13.944444444444445)","(15.0, 19.0, 18.785714285714285)","(26.0, 48.0, 44.5)","(31.0, 110.0, 100.0)","(2.35, 2.72, 2.7129411764705886)","(8.0, 9.6, 9.544444444444444)","(2.45, 2.86, 2.8638297872340424)","(31.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:31.128253,"(10.0, 14.0, 13.944444444444445)","(14.0, 19.0, 18.785714285714285)","(26.0, 48.0, 44.5)","(41.0, 110.0, 100.0)","(2.35, 2.72, 2.704347826086957)","(7.5, 9.6, 9.533333333333333)","(2.45, 2.88, 2.8605128205128203)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:32.480770,"(10.0, 14.0, 13.944444444444445)","(14.0, 19.0, 18.785714285714285)","(26.0, 48.0, 44.0)","(41.0, 110.0, 100.0)","(2.35, 2.72, 2.7070588235294117)","(7.5, 9.6, 9.533333333333333)","(2.45, 2.88, 2.8605128205128203)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:33.807067,"(10.0, 14.0, 13.944444444444445)","(14.0, 19.0, 18.785714285714285)","(26.0, 48.0, 44.0)","(41.0, 110.0, 100.0)","(2.35, 2.72, 2.712380952380953)","(7.5, 9.6, 9.68)","(2.45, 2.88, 2.8673684210526313)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:35.185366,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.833333333333332)","(26.0, 48.0, 45.1764705882353)","(41.0, 110.0, 100.0)","(2.35, 2.72, 2.7077551020408164)","(7.5, 9.8, 9.757142857142858)","(2.45, 2.88, 2.8673684210526313)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:37.357975,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.833333333333332)","(26.0, 48.0, 45.1764705882353)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.688695652173913)","(7.5, 10.5, 10.224137931034482)","(2.45, 2.86, 2.8565714285714283)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:38.974411,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.833333333333332)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.6761538461538463)","(7.5, 10.5, 10.152173913043478)","(2.45, 2.86, 2.8641666666666667)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:40.230724,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.833333333333332)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.68, 2.6747368421052635)","(7.5, 10.5, 10.152173913043478)","(2.45, 2.88, 2.8641666666666667)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:41.455792,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.833333333333332)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.68, 2.6673684210526316)","(7.5, 10.5, 10.203703703703704)","(2.45, 2.88, 2.8609999999999998)","(26.0, 75.0, 50.142857142857146)"
10-01-2023 08:11:42.679141,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.7)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.68, 2.682857142857143)","(7.5, 10.5, 10.166666666666666)","(2.45, 2.88, 2.8374468085106384)","(26.0, 75.0, 50.833333333333336)"
10-01-2023 08:11:43.829621,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.7)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.6964285714285716)","(7.5, 10.5, 10.166666666666666)","(2.45, 2.84, 2.8357142857142854)","(26.0, 75.0, 50.833333333333336)"
10-01-2023 08:11:45.034383,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.7)","(26.0, 48.0, 45.5)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.692258064516129)","(7.5, 10.5, 10.166666666666666)","(2.45, 2.84, 2.836470588235294)","(26.0, 75.0, 50.833333333333336)"
10-01-2023 08:11:46.249528,"(10.0, 14.0, 13.848484848484848)","(14.0, 19.0, 18.7)","(26.0, 48.0, 47.333333333333336)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.6693333333333333)","(7.5, 10.5, 10.285714285714286)","(2.45, 2.84, 2.837073170731707)","(26.0, 75.0, 58.0)"
10-01-2023 08:11:47.553471,"(10.0, 14.0, 13.919354838709678)","(14.0, 19.0, 18.7)","(26.0, 48.0, 46.61538461538461)","(41.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6693333333333333)","(7.5, 10.5, 10.333333333333334)","(2.45, 2.84, 2.837073170731707)","(26.0, 70.0, 65.3125)"
10-01-2023 08:11:48.806270,"(10.0, 14.0, 13.919354838709678)","(14.0, 19.0, 18.7)","(26.0, 48.0, 46.61538461538461)","(41.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6693333333333333)","(7.5, 10.5, 10.333333333333334)","(2.45, 2.84, 2.837073170731707)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:49.990976,"(10.0, 14.0, 13.919354838709678)","(14.0, 19.5, 18.7)","(26.0, 48.0, 47.0)","(41.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.68)","(7.5, 10.5, 10.357142857142858)","(2.45, 2.82, 2.8177358490566036)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:51.209978,"(10.0, 14.0, 13.926470588235293)","(14.0, 19.5, 19.125)","(26.0, 48.0, 47.0)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.6900000000000004)","(7.5, 11.0, 10.476190476190476)","(2.45, 2.8, 2.7975)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:52.421201,"(10.0, 14.0, 13.93939393939394)","(14.0, 19.5, 19.125)","(26.0, 48.0, 47.0)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.6842424242424245)","(7.5, 11.0, 10.588235294117647)","(2.45, 2.8, 2.7930666666666664)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:53.643523,"(10.0, 14.0, 13.93939393939394)","(14.0, 19.5, 19.125)","(26.0, 48.0, 46.90909090909091)","(41.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6933333333333334)","(7.5, 11.0, 10.621621621621621)","(2.45, 2.8, 2.7930666666666664)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:54.877577,"(10.0, 14.0, 13.93939393939394)","(14.0, 19.5, 19.083333333333332)","(26.0, 48.0, 46.90909090909091)","(41.0, 110.0, 99.0909090909091)","(2.35, 2.7, 2.6914285714285717)","(7.5, 11.0, 10.391304347826086)","(2.45, 2.8, 2.788181818181818)","(26.0, 75.0, 63.214285714285715)"
10-01-2023 08:11:56.124126,"(10.0, 14.5, 14.068627450980392)","(14.0, 19.5, 19.25)","(26.0, 48.0, 46.285714285714285)","(41.0, 110.0, 98.0)","(2.35, 2.7, 2.6929411764705886)","(7.5, 11.0, 10.695652173913043)","(2.45, 2.8, 2.7859999999999996)","(26.0, 75.0, 67.63636363636364)"
10-01-2023 08:11:57.337132,"(10.0, 14.0, 13.871794871794872)","(14.0, 19.5, 19.3125)","(26.0, 48.0, 46.90909090909091)","(41.0, 110.0, 98.0)","(2.35, 2.72, 2.6900000000000004)","(7.5, 11.0, 10.921052631578947)","(2.45, 2.8, 2.7830303030303027)","(26.0, 70.0, 64.66666666666667)"
10-01-2023 08:11:58.535955,"(10.0, 14.0, 13.86111111111111)","(14.0, 19.5, 19.181818181818183)","(26.0, 48.0, 46.5)","(41.0, 110.0, 100.0)","(2.35, 2.7, 2.691891891891892)","(7.5, 11.0, 10.86111111111111)","(2.45, 2.8, 2.7729999999999997)","(26.0, 75.0, 65.3125)"
10-01-2023 08:11:59.774022,"(10.0, 14.0, 13.870967741935484)","(14.0, 20.0, 19.59090909090909)","(26.0, 48.0, 46.5)","(41.0, 110.0, 98.0)","(2.35, 2.72, 2.691891891891892)","(7.5, 11.0, 10.882352941176471)","(2.45, 2.78, 2.7901176470588234)","(26.0, 75.0, 65.3125)"
10-01-2023 08:12:01.037034,"(10.0, 14.0, 13.870967741935484)","(14.0, 20.0, 19.59090909090909)","(26.0, 48.0, 46.8)","(41.0, 110.0, 98.0)","(2.35, 2.72, 2.6907317073170733)","(7.5, 11.0, 10.882352941176471)","(2.45, 2.8, 2.7901176470588234)","(26.0, 75.0, 58.888888888888886)"
10-01-2023 08:12:02.364499,"(10.0, 14.0, 13.870967741935484)","(14.0, 20.0, 19.357142857142858)","(26.0, 48.0, 46.8)","(41.0, 110.0, 98.0)","(2.35, 2.72, 2.6907317073170733)","(7.5, 11.0, 11.75)","(2.45, 2.8, 2.78531914893617)","(26.0, 75.0, 58.888888888888886)"
10-01-2023 08:12:03.573704,"(10.0, 14.0, 13.870967741935484)","(14.0, 20.0, 19.357142857142858)","(26.0, 48.0, 45.55555555555556)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.6847058823529415)","(7.5, 12.0, 11.4)","(2.45, 2.8, 2.7676923076923075)","(26.0, 75.0, 58.888888888888886)"
10-01-2023 08:12:04.830474,"(10.0, 14.0, 13.870967741935484)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.2)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.6839024390243904)","(7.5, 12.0, 11.307692307692308)","(2.45, 2.78, 2.709111747851003)","(26.0, 75.0, 58.888888888888886)"
10-01-2023 08:12:06.273748,"(10.0, 14.0, 13.883333333333333)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.42857142857143)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.6847058823529415)","(7.5, 12.0, 11.770833333333334)","(2.45, 2.72, 2.741052631578947)","(26.0, 75.0, 58.888888888888886)"
10-01-2023 08:12:07.696976,"(10.0, 14.0, 13.883333333333333)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.42857142857143)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.6842424242424245)","(7.5, 12.0, 12.38888888888889)","(2.45, 2.76, 2.728695652173913)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:09.143036,"(10.0, 14.0, 13.883333333333333)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.42857142857143)","(41.0, 110.0, 86.0)","(2.35, 2.7, 2.686451612903226)","(7.5, 13.0, 11.75)","(2.45, 2.76, 2.728695652173913)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:10.350193,"(10.0, 14.0, 13.883333333333333)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.42857142857143)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.6914285714285717)","(7.5, 12.5, 11.9)","(2.45, 2.76, 2.728695652173913)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:11.572673,"(10.0, 14.0, 13.883333333333333)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.69230769230769)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.7083870967741936)","(7.5, 12.0, 11.3125)","(2.45, 2.76, 2.7476190476190476)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:12.777532,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.69230769230769)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.70875)","(7.5, 11.5, 11.039473684210526)","(2.45, 2.76, 2.7476190476190476)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:14.018356,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.69230769230769)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.70875)","(7.5, 11.5, 11.037037037037036)","(2.45, 2.76, 2.7455172413793103)","(26.0, 75.0, 57.6)"
10-01-2023 08:12:15.144818,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.69230769230769)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.705)","(7.5, 11.5, 10.576271186440678)","(2.45, 2.76, 2.7455172413793103)","(26.0, 75.0, 63.4)"
10-01-2023 08:12:16.380483,"(10.0, 14.0, 13.96)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.5)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.708)","(7.5, 11.0, 10.596774193548388)","(2.45, 2.76, 2.748)","(26.0, 75.0, 63.4)"
10-01-2023 08:12:17.716746,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.5)","(41.0, 110.0, 86.0)","(2.35, 2.72, 2.7111627906976747)","(7.5, 11.0, 10.57857142857143)","(2.45, 2.76, 2.7453333333333334)","(26.0, 75.0, 63.4)"
10-01-2023 08:12:18.923811,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.111111111111114)","(41.0, 110.0, 86.0)","(2.35, 2.74, 2.722666666666667)","(7.5, 11.0, 10.553030303030303)","(2.45, 2.76, 2.7453333333333334)","(26.0, 75.0, 63.4)"
10-01-2023 08:12:20.172821,"(10.0, 14.0, 13.964285714285714)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.111111111111114)","(41.0, 110.0, 86.0)","(2.35, 2.74, 2.722352941176471)","(7.5, 11.0, 10.546666666666667)","(2.45, 2.76, 2.7453333333333334)","(26.0, 75.0, 63.4)"
10-01-2023 08:12:21.464208,"(10.0, 14.0, 13.935483870967742)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.111111111111114)","(41.0, 110.0, 86.0)","(2.35, 2.74, 2.722352941176471)","(7.5, 11.0, 10.546666666666667)","(2.45, 2.76, 2.7453333333333334)","(26.0, 75.0, 64.64285714285714)"
10-01-2023 08:12:22.741077,"(10.0, 14.0, 13.928571428571429)","(14.0, 20.0, 19.357142857142858)","(26.0, 46.0, 45.5)","(41.0, 110.0, 90.0)","(2.35, 2.74, 2.710909090909091)","(7.5, 11.0, 10.595238095238095)","(2.45, 2.76, 2.7744827586206893)","(26.0, 75.0, 65.33333333333333)"
